Mod:Item:MetaData, Localized Name
minecraft:diamond_leggings, Diamond Leggings
minecraft:diamond_boots, Diamond Boots
minecraft:golden_helmet, Golden Helmet
minecraft:golden_chestplate, Golden Chestplate
minecraft:golden_leggings, Golden Leggings
minecraft:golden_boots, Golden Boots
minecraft:flint, Flint
minecraft:porkchop, Raw Porkchop
minecraft:cooked_porkchop, Cooked Porkchop
minecraft:painting, Painting
minecraft:golden_apple:0, Golden Apple
minecraft:golden_apple:1, Golden Apple
minecraft:sign, Sign
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Minecart with Chest
minecraft:furnace_minecart, Minecart with Furnace
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, Fishing Rod
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:fish:0, Raw Fish
minecraft:fish:1, Raw Salmon
minecraft:fish:2, Clownfish
minecraft:fish:3, Pufferfish
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Rose Red
minecraft:dye:2, Cactus Green
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Lapis Lazuli
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:256, Spawn Evolved Spider
minecraft:spawn_egg:257, Spawn Evolved Zombie
minecraft:spawn_egg:258, Spawn Evolved Creeper
minecraft:spawn_egg:259, Spawn Evolved Skeleton
minecraft:spawn_egg:260, Spawn Evolved Skeleton Boss
minecraft:spawn_egg:261, Spawn Alien Villager
minecraft:spawn_egg:262, Spawn Sludgeling
minecraft:spawn_egg:263, Spawn Slimeling
minecraft:spawn_egg:264, Spawn Evolved Creeper Boss
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
TConstruct:Redstone.Landmine:0, Landmine
TConstruct:Redstone.Landmine:1, Landmine
TConstruct:Redstone.Landmine:2, Landmine
TConstruct:Redstone.Landmine:3, Landmine
TConstruct:Armor.DryingRack, Drying Rack
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, Reinforced Door
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, Copper Block
IC2:blockMetal:1, Tin Block
IC2:blockMetal:2, Bronze Block
IC2:blockMetal:3, Uranium Block
IC2:blockMetal:4, Lead Block
IC2:blockMetal:5, Refined Iron Block
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, Kinetic Wind Generator
IC2:blockKineticGenerator:1, Kinetic Steam Generator
IC2:blockKineticGenerator:2, Electric Kinetic Generator
IC2:blockKineticGenerator:3, Manual Kinetic Generator
IC2:blockKineticGenerator:4, Kinetic Water Generator
IC2:blockKineticGenerator:5, Stirling Kinetic Generator
IC2:blockHeatGenerator:0, Solid Heat Generator
IC2:blockHeatGenerator:1, Fluid Heat Generator
IC2:blockHeatGenerator:2, Radioisotope Heat Generator
IC2:blockHeatGenerator:3, Electric Heat Generator
IC2:blockGenerator:0, RTG POWARZ
IC2:blockGenerator:1, Geothermal Generator
IC2:blockGenerator:2, Water Mill
IC2:blockGenerator:3, Solar Panel
IC2:blockGenerator:4, Wind Mill
IC2:blockGenerator:5, Nuclear Reactor
IC2:blockGenerator:6, Radioisotope Thermoelectric Generator
IC2:blockGenerator:7, Semifluid Generator
IC2:blockGenerator:8, Stirling Generator
IC2:blockGenerator:9, Kinetic Generator
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, LV-Transformer
IC2:blockElectric:4, MV-Transformer
IC2:blockElectric:5, HV-Transformer
IC2:blockElectric:6, EV-Transformer
IC2:blockElectric:0, BatBox
IC2:blockElectric:7, CESU
IC2:blockElectric:1, MFE
IC2:blockElectric:2, MFSU
IC2:blockElectric:0, BatBox
IC2:blockElectric:7, CESU
IC2:blockElectric:1, MFE
IC2:blockElectric:2, MFSU
IC2:blockChargepad:0, Charge Pad (BatBox)
IC2:blockChargepad:1, Charge Pad (CESU)
IC2:blockChargepad:2, Charge Pad (MFE)
IC2:blockChargepad:3, Charge Pad (MFSU)
IC2:blockChargepad:0, Charge Pad (BatBox)
IC2:blockChargepad:1, Charge Pad (CESU)
IC2:blockChargepad:2, Charge Pad (MFE)
IC2:blockChargepad:3, Charge Pad (MFSU)
IC2:blockMachine:0, Basic Machine Casing
IC2:blockMachine:1, Iron Furnace
IC2:blockMachine:2, Electric Furnace
IC2:blockMachine:3, Macerator
IC2:blockMachine:4, Extractor
IC2:blockMachine:5, Compressor
IC2:blockMachine:6, Fluid/Solid Canning Machine
IC2:blockMachine:7, Miner
IC2:blockMachine:8, Pump
IC2:blockMachine:9, Magnetizer
IC2:blockMachine:10, Electrolyzer
IC2:blockMachine:11, Recycler
IC2:blockMachine:12, Advanced Machine Casing
IC2:blockMachine:13, Induction Furnace
IC2:blockMachine:14, Mass Fabricator
IC2:blockMachine:15, Terraformer
IC2:blockMachine2:0, Teleporter
IC2:blockMachine2:1, Tesla Coil
IC2:blockMachine2:2, Crop-Matron
IC2:blockMachine2:3, Thermal Centrifuge
IC2:blockMachine2:4, Metal Former
IC2:blockMachine2:5, Ore Washing Plant
IC2:blockMachine2:6, Pattern Storage
IC2:blockMachine2:7, Scanner
IC2:blockMachine2:8, Replicator
IC2:blockMachine2:9, Solid Canning Machine
IC2:blockMachine2:10, Bottling Plant
IC2:blockMachine2:11, Advanced Miner
IC2:blockMachine2:12, Liquid Heat Exchanger
IC2:blockMachine2:13, Fermenter
IC2:blockMachine2:14, Fluid Regulator
IC2:blockMachine2:15, Condenser
IC2:blockMachine3:0, Steam Generator
IC2:blockMachine3:1, Blast Furnace
IC2:blockMachine3:2, Block Cutting Machine
IC2:blockMachine3:3, Solar Distiller
IC2:blockMachine3:4, Fluid Distributor
IC2:blockMachine3:5, Electric Sorting Machine
IC2:blockMachine3:6, Item Buffer
IC2:blockMachine3:7, Crop Harvester
IC2:blockMachine3:8, Turning Table
IC2:blockLuminatorDark, ic2.blockLuminatorDark.name
IC2:blockLuminator, ic2.blockLuminator.name
IC2:blockMiningPipe, ic2.blockMiningPipe.name
IC2:blockMiningTip, ic2.blockMiningTip.name
IC2:blockPersonal:0, Personal Safe
IC2:blockPersonal:1, Trade-O-Mat
IC2:blockPersonal:2, Energy-O-Mat
IC2:blockITNT, ic2.blockITNT.name
IC2:blockNuke, ic2.blockNuke.name
IC2:blockDynamite, ic2.blockDynamite.name
IC2:blockDynamiteRemote, ic2.blockDynamiteRemote.name
IC2:blockCrop, ic2.blockCrop.name
IC2:blockBarrel, ic2.blockBarrel.name
IC2:fluidUuMatter, ic2.fluidUuMatter.name
IC2:fluidConstructionFoam, ic2.fluidConstructionFoam.name
IC2:fluidCoolant, ic2.fluidCoolant.name
IC2:fluidHotCoolant, ic2.fluidHotCoolant.name
IC2:fluidPahoehoeLava, ic2.fluidPahoehoeLava.name
IC2:fluidBiomass, ic2.fluidBiomass.name
IC2:fluidBiogas, ic2.fluidBiogas.name
IC2:fluidDistilledWater, ic2.fluidDistilledWater.name
IC2:fluidSuperheatedSteam, ic2.fluidSuperheatedSteam.name
IC2:fluidSteam, ic2.fluidSteam.name
IC2:fluidHotWater, ic2.fluidHotWater.name
GalacticraftCore:tile.crudeOilStill, Crude Oil
GalacticraftCore:tile.fuel, Fuel
GalacticraftCore:tile.landingPad:0, Rocket Launch Pad
GalacticraftCore:tile.landingPad:1, Buggy Fueling Pad
GalacticraftCore:tile.landingPadFull, Rocket Launch Pad
GalacticraftCore:tile.unlitTorch, Torch
GalacticraftCore:tile.unlitTorchLit, Torch
GalacticraftCore:tile.breatheableAir, tile.breatheableAir.name
GalacticraftCore:tile.brightAir, tile.brightAir.name
GalacticraftCore:tile.brightBreathableAir, tile.brightBreathableAir.name
GalacticraftCore:tile.oxygenCollector, Oxygen Collector
GalacticraftCore:tile.oxygenCompressor:0, Oxygen Compressor
GalacticraftCore:tile.oxygenCompressor:4, Oxygen Decompressor
GalacticraftCore:tile.distributor, Oxygen Bubble Distributor
GalacticraftCore:tile.sealer, Oxygen Sealer
GalacticraftCore:tile.oxygenDetector, Oxygen Detector
GalacticraftCore:tile.oxygenPipe, Oxygen Pipe
GalacticraftCore:tile.refinery, Refinery
GalacticraftCore:tile.fuelLoader, Fuel Loader
GalacticraftCore:tile.cargo:0, Cargo Loader
GalacticraftCore:tile.cargo:4, Cargo Unloader
GalacticraftCore:tile.rocketWorkbench, NASA Workbench
GalacticraftCore:tile.gcBlockCore:3, Tin Decoration Block
GalacticraftCore:tile.gcBlockCore:4, Tin Decoration Block
GalacticraftCore:tile.gcBlockCore:5, Copper Ore
GalacticraftCore:tile.gcBlockCore:6, Tin Ore
GalacticraftCore:tile.gcBlockCore:7, Aluminum Ore
GalacticraftCore:tile.gcBlockCore:8, Silicon Ore
GalacticraftCore:tile.gcBlockCore:9, Copper Block
GalacticraftCore:tile.gcBlockCore:10, Tin Block
GalacticraftCore:tile.gcBlockCore:11, Aluminum Block
GalacticraftCore:tile.gcBlockCore:12, Solid Meteoric Iron
GalacticraftCore:tile.airLockFrame:0, Air Lock Frame
GalacticraftCore:tile.airLockFrame:1, Air Lock Controller
GalacticraftCore:tile.airLockSeal, Air Lock Seal
GalacticraftCore:tile.enclosed:14, Sealable Aluminum Wire
GalacticraftCore:tile.enclosed:15, Sealable Heavy Aluminum Wire
GalacticraftCore:tile.enclosed:1, Sealable Oxygen Pipe
GalacticraftCore:tile.spaceStationBase, Space Station arrival block
GalacticraftCore:tile.dummyblock:0, tile.dummyblock.null.name
GalacticraftCore:tile.parachest, Parachest
GalacticraftCore:tile.solar:0, Basic Solar Panel
GalacticraftCore:tile.solar:4, Advanced Solar Panel
GalacticraftCore:tile.dish, Communications Dish
GalacticraftCore:tile.machine:0, Coal Generator
GalacticraftCore:tile.machine:12, Compressor
GalacticraftCore:tile.machine2:0, Electric Compressor
GalacticraftCore:tile.machine2:4, Circuit Fabricator
GalacticraftCore:tile.machine2:8, Oxygen Storage Module
GalacticraftCore:tile.machineTiered:0, Energy Storage Module
GalacticraftCore:tile.machineTiered:4, Electric Furnace
GalacticraftCore:tile.machineTiered:8, Energy Storage Cluster
GalacticraftCore:tile.machineTiered:12, Electric Arc Furnace
GalacticraftCore:tile.aluminumWire:0, Aluminum Wire
GalacticraftCore:tile.aluminumWire:1, Heavy Aluminum Wire
GalacticraftCore:tile.glowstoneTorch, Glowstone Torch
GalacticraftCore:tile.fallenMeteor, Fallen Meteor
GalacticraftCore:tile.moonBlock:0, Copper Ore
GalacticraftCore:tile.moonBlock:1, Tin Ore
GalacticraftCore:tile.moonBlock:2, Cheese Ore
GalacticraftCore:tile.moonBlock:3, Moon Dirt
GalacticraftCore:tile.moonBlock:4, Moon Rock
GalacticraftCore:tile.moonBlock:5, Moon Turf
GalacticraftCore:tile.moonBlock:14, Moon Dungeon Brick
GalacticraftCore:tile.cheeseBlock, Block of Cheese
GalacticraftCore:tile.spinThruster, Spin Thruster
GalacticraftCore:tile.viewScreen, Display Screen
GalacticraftCore:tile.telemetry, Telemetry Unit
GalacticraftCore:tile.arclamp, Arc Lamp
GalacticraftCore:tile.treasureChest, Treasure Chest
GalacticraftCore:tile.tinStairs1, Tin Decoration Stairs
GalacticraftCore:tile.tinStairs2, Tin Decoration Stairs
GalacticraftCore:tile.moonStoneStairs, Moon Rock Stairs
GalacticraftCore:tile.moonBricksStairs, Moon Dungeon Brick Stairs
GalacticraftCore:tile.wallGC:0, Tin Decoration Wall
GalacticraftCore:tile.wallGC:1, Tin Decoration Wall
GalacticraftCore:tile.wallGC:2, Moon Rock Wall
GalacticraftCore:tile.wallGC:3, Moon Dungeon Brick Wall
GalacticraftCore:tile.wallGC:4, Mars Cobblestone Wall
GalacticraftCore:tile.wallGC:5, Mars Dungeon Brick Wall
GalacticraftCore:slabGCHalf:0, Tin Decoration Slab
GalacticraftCore:slabGCHalf:1, Tin Decoration Slab
GalacticraftCore:slabGCHalf:2, Moon Rock Slab
GalacticraftCore:slabGCHalf:3, Moon Dungeon Brick Slab
GalacticraftCore:slabGCHalf:4, Mars Cobblestone Slab
GalacticraftCore:slabGCHalf:5, Mars Dungeon Brick Slab
GalacticraftCore:slabGCDouble:0, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:1, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:2, tile.slabGCDouble.moonSlab.name
GalacticraftCore:slabGCDouble:3, tile.slabGCDouble.moonBricksSlab.name
GalacticraftCore:slabGCDouble:4, tile.slabGCDouble.marsSlab.name
GalacticraftCore:slabGCDouble:5, tile.slabGCDouble.marsBricksSlab.name
GalacticraftCore:tile.unlitTorch_Stone, Stone Torch
GalacticraftCore:tile.unlitTorchLit_Stone, Stone Torch
GalacticraftMars:tile.treasureT2, Tier 2 Treasure Chest
GalacticraftMars:tile.treasureT3, Tier 3 Treasure Chest
GalacticraftMars:tile.asteroidsBlock:0, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:1, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:2, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:3, Aluminum Ore
GalacticraftMars:tile.asteroidsBlock:4, Ilmenite Ore
GalacticraftMars:tile.asteroidsBlock:5, Iron Ore
GalacticraftMars:tile.walkway, Walkway
GalacticraftMars:tile.walkwayWire, Walkway
GalacticraftMars:tile.walkwayOxygenPipe, Walkway
GalacticraftMars:tile.beamReflector, Energy Beam Reflector
